step,month,day,hour,kwh_total,kwh_cooling,kwh_heating,kwh_fans,kwh_lights,kw_demand,base_cool_sp,base_heat_sp,mean_temp,mean_pmv,pmv_in_band,occupied,policy_reason
258,7,3,16.75,37.093775295479325,16.88543967084963,0.0,7.419265566875741,2.9212626212390838,148.3751011819173,24.0,21.0,23.901,-0.2926,1.0,1,initial policy: unoccupied setback + precool before evening peak
259,7,3,17.0,25.085427452406794,11.373136454052498,0.0,0.9205611546081364,2.9239161365710293,100.34170980962718,24.0,21.0,24.365,-0.19,1.0,1,initial policy: unoccupied setback + precool before evening peak
260,7,3,17.25,17.331911272121108,9.954435840401137,0.0,0.7596008731613249,1.7553305912233834,69.32764508848443,24.0,21.0,24.395,-0.1876,1.0,1,initial policy: unoccupied setback + precool before evening peak
261,7,3,17.5,16.986511935314233,9.67518892158241,0.0,0.6947325558044629,1.7545685579808854,67.94604774125693,24.0,21.0,24.398,-0.2,1.0,1,initial policy: unoccupied setback + precool before evening peak
262,7,3,17.75,17.70272672984487,10.372184177334072,0.0,0.7118218434774296,1.756699147839974,70.81090691937948,24.0,21.0,24.399,-0.2157,1.0,1,initial policy: unoccupied setback + precool before evening peak
263,7,3,18.0,18.04635913599968,10.710472712790216,0.0,0.6985608696202847,1.7753030452611376,72.18543654399872,24.0,21.0,24.399,-0.2305,1.0,1,initial policy: unoccupied setback + precool before evening peak
264,7,3,18.25,17.256554708772985,10.55914835422293,0.0,0.6657898238366213,1.8143230952267129,69.02621883509194,24.0,21.0,24.399,-0.242,1.0,1,initial policy: unoccupied setback + precool before evening peak
265,7,3,18.5,20.93150429961862,12.232658432925112,0.0,2.604993918895121,1.8765411736424962,83.72601719847448,24.0,21.0,24.413,-0.2315,1.0,1,initial policy: unoccupied setback + precool before evening peak
266,7,3,18.75,26.014784801759255,14.675562704519628,0.0,5.18142419246049,1.9404594719381698,104.05913920703702,24.0,21.0,24.451,-0.1901,1.0,1,initial policy: unoccupied setback + precool before evening peak
267,7,3,19.0,14.378315676782403,7.583016452918642,0.0,0.5417419349387669,2.0361904263334,57.51326270712961,24.0,21.0,24.719,-0.1296,1.0,0,initial policy: unoccupied setback + precool before evening peak
268,7,3,19.25,13.346825731075208,7.158627427648341,0.0,0.5417419349387669,1.4290468975272963,53.38730292430083,24.0,21.0,24.903,-0.1002,1.0,0,initial policy: unoccupied setback + precool before evening peak
269,7,3,19.5,14.041311851511487,7.036177021549691,0.0,0.5417419349387669,1.4798280673710709,56.16524740604595,24.0,21.0,24.924,-0.1074,1.0,0,initial policy: unoccupied setback + precool before evening peak
270,7,3,19.75,13.920444225167964,6.915286895757881,0.0,0.5417419349387669,1.4798280673710709,55.681776900671856,24.0,21.0,24.889,-0.1252,1.0,0,initial policy: unoccupied setback + precool before evening peak
271,7,3,20.0,13.800809718313717,6.795652388903633,0.0,0.5417419349387669,1.4798280673710709,55.20323887325487,24.0,21.0,24.867,-0.14,1.0,0,initial policy: unoccupied setback + precool before evening peak
272,7,3,20.25,13.598075564399501,6.915286845992602,0.0,0.5417419349387669,1.4798280673710709,54.392302257598004,24.0,21.0,24.859,-0.1492,1.0,0,initial policy: unoccupied setback + precool before evening peak
273,7,3,20.5,13.718965595613046,7.036176877206149,0.0,0.5417419349387669,1.4798280673710709,54.87586238245218,24.0,21.0,24.851,-0.1571,1.0,0,initial policy: unoccupied setback + precool before evening peak
274,7,3,20.75,13.841206158974922,7.158417440568024,0.0,0.5417419349387669,1.4798280673710709,55.36482463589969,24.0,21.0,24.843,-0.1646,1.0,0,initial policy: unoccupied setback + precool before evening peak
275,7,3,21.0,14.779981048071825,8.097192329664924,0.0,0.5417419349387669,1.4798280673710709,59.1199241922873,24.0,21.0,24.756,-0.1865,1.0,0,initial policy: unoccupied setback + precool before evening peak
276,7,3,21.25,5.401132749782597,0.0,0.0,0.0,0.7399140336855354,21.60453099913039,26.7,15.6,25.347,-0.0807,1.0,0,initial policy: unoccupied setback + precool before evening peak
277,7,3,21.5,5.400806004769311,0.0,0.0,0.0,0.7399140336855354,21.603224019077246,26.7,15.6,25.927,0.0439,1.0,0,initial policy: unoccupied setback + precool before evening peak
278,7,3,21.75,5.400806004769311,0.0,0.0,0.0,0.7399140336855354,21.603224019077246,26.7,15.6,26.259,0.1249,1.0,0,initial policy: unoccupied setback + precool before evening peak
279,7,3,22.0,5.400806004769311,0.0,0.0,0.0,0.7399140336855354,21.603224019077246,26.7,15.6,26.344,0.1567,1.0,0,initial policy: unoccupied setback + precool before evening peak
280,7,3,22.25,5.030848987926544,0.0,0.0,0.0,0.3699570168427677,20.123395951706176,26.7,15.6,26.342,0.1687,1.0,0,initial policy: unoccupied setback + precool before evening peak
281,7,3,22.5,5.030686389287992,0.0,0.0,0.0,0.3699570168427677,20.12274555715197,26.7,15.6,26.352,0.1812,1.0,0,initial policy: unoccupied setback + precool before evening peak
282,7,3,22.75,5.030686389287992,0.0,0.0,0.0,0.3699570168427677,20.12274555715197,26.7,15.6,26.384,0.1977,1.0,0,initial policy: unoccupied setback + precool before evening peak
283,7,3,23.0,5.030686389287992,0.0,0.0,0.0,0.3699570168427677,20.12274555715197,26.7,15.6,26.418,0.2151,1.0,0,initial policy: unoccupied setback + precool before evening peak
284,7,3,23.25,3.380300275214156,0.0,0.0,0.0,0.42902242127888573,13.521201100856624,26.7,15.6,26.366,0.212,1.0,0,initial policy: unoccupied setback + precool before evening peak
285,7,3,23.5,3.2194316745877134,0.0,0.0,0.0,0.26813901328740164,12.877726698350854,26.7,15.6,26.295,0.2032,1.0,0,initial policy: unoccupied setback + precool before evening peak
286,7,3,23.75,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.25,0.1974,1.0,0,initial policy: unoccupied setback + precool before evening peak
287,7,3,24.0,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.228,0.195,1.0,0,initial policy: unoccupied setback + precool before evening peak
288,7,4,0.25,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.219,0.1963,1.0,0,initial policy: unoccupied setback + precool before evening peak
289,7,4,0.5,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.213,0.1986,1.0,0,initial policy: unoccupied setback + precool before evening peak
290,7,4,0.75,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.207,0.2013,1.0,0,initial policy: unoccupied setback + precool before evening peak
291,7,4,1.0,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.201,0.2042,1.0,0,initial policy: unoccupied setback + precool before evening peak
292,7,4,1.25,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.2,0.208,1.0,0,initial policy: unoccupied setback + precool before evening peak
293,7,4,1.5,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.203,0.2125,1.0,0,initial policy: unoccupied setback + precool before evening peak
294,7,4,1.75,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.209,0.2174,1.0,0,initial policy: unoccupied setback + precool before evening peak
295,7,4,2.0,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.215,0.2225,1.0,0,initial policy: unoccupied setback + precool before evening peak
296,7,4,2.25,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.221,0.2278,1.0,0,initial policy: unoccupied setback + precool before evening peak
297,7,4,2.5,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.228,0.2332,1.0,0,initial policy: unoccupied setback + precool before evening peak
298,7,4,2.75,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.236,0.2385,1.0,0,initial policy: unoccupied setback + precool before evening peak
299,7,4,3.0,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.244,0.2436,1.0,0,initial policy: unoccupied setback + precool before evening peak
300,7,4,3.25,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.252,0.2489,1.0,0,initial policy: unoccupied setback + precool before evening peak
301,7,4,3.5,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.26,0.2542,1.0,0,initial policy: unoccupied setback + precool before evening peak
302,7,4,3.75,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.268,0.2596,1.0,0,initial policy: unoccupied setback + precool before evening peak
303,7,4,4.0,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.277,0.2652,1.0,0,initial policy: unoccupied setback + precool before evening peak
304,7,4,4.25,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.28,0.269,1.0,0,initial policy: unoccupied setback + precool before evening peak
305,7,4,4.5,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.278,0.2717,1.0,0,initial policy: unoccupied setback + precool before evening peak
306,7,4,4.75,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.273,0.2737,1.0,0,initial policy: unoccupied setback + precool before evening peak
307,7,4,5.0,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.269,0.2756,1.0,0,initial policy: unoccupied setback + precool before evening peak
308,7,4,5.25,4.500698645301058,0.0,0.0,0.0,0.26813901328740164,18.00279458120423,26.7,15.6,26.295,0.2836,1.0,0,initial policy: unoccupied setback + precool before evening peak
309,7,4,5.5,4.602516648856424,0.0,0.0,0.0,0.3699570168427677,18.410066595425697,26.7,15.6,26.323,0.2921,1.0,0,initial policy: unoccupied setback + precool before evening peak
310,7,4,5.75,3.283282355195339,0.0,0.0,0.0,0.3598155153627407,13.133129420781357,26.7,15.6,26.342,0.3019,1.0,0,initial policy: unoccupied setback + precool before evening peak
311,7,4,6.0,3.271692826650959,0.0,0.0,0.0,0.3482291964438547,13.086771306603836,26.7,15.6,26.351,0.3079,1.0,0,initial policy: unoccupied setback + precool before evening peak
312,7,4,6.25,3.263109518246218,0.0,0.0,0.0,0.33964955449568346,13.052438072984872,26.7,15.6,26.37,0.3182,1.0,0,initial policy: unoccupied setback + precool before evening peak
313,7,4,6.5,3.254320781417905,0.0,0.0,0.0,0.33086353237371985,13.01728312567162,26.7,15.6,26.404,0.3315,1.0,0,initial policy: unoccupied setback + precool before evening peak
314,7,4,6.75,3.2197238641895423,0.0,0.0,0.0,0.29626939489184617,12.878895456758169,26.7,15.6,26.475,0.3624,0.9333,0,initial policy: unoccupied setback + precool before evening peak
315,7,4,7.0,3.2158064312719734,0.0,0.0,0.0,0.29236290439682033,12.863225725087894,26.7,15.6,26.599,0.4081,0.8,1,initial policy: unoccupied setback + precool before evening peak
316,7,4,7.25,3.2145012815065432,0.0,0.0,0.0,0.2910589900304618,12.858005126026173,26.7,15.6,26.748,0.4566,0.5333,1,initial policy: unoccupied setback + precool before evening peak
317,7,4,7.5,8.19136657542243,4.641280201593585,0.0,0.33558550466406534,0.2910589900304618,32.76546630168972,26.7,15.6,26.353,0.3925,0.8,1,initial policy: unoccupied setback + precool before evening peak
318,7,4,7.75,10.77151562085128,7.015272816747733,0.0,0.5417419349387669,0.2910589900304618,43.08606248340512,26.7,15.6,25.748,0.2556,0.8,1,initial policy: unoccupied setback + precool before evening peak
319,7,4,8.0,5.826519825616138,2.405862526176656,0.0,0.20615643027470157,0.2910589900304618,23.306079302464553,26.7,15.6,25.835,0.241,0.8667,1,initial policy: unoccupied setback + precool before evening peak
320,7,4,8.25,3.2145008691647803,0.0,0.0,0.0,0.2910589900304618,12.858003476659121,26.7,15.6,26.389,0.3431,0.8667,1,initial policy: unoccupied setback + precool before evening peak
321,7,4,8.5,8.24583004952544,4.695743675696595,0.0,0.33558550466406534,0.2910589900304618,32.98332019810176,26.7,15.6,26.236,0.3189,0.8667,1,initial policy: unoccupied setback + precool before evening peak
322,7,4,8.75,8.377024481974049,4.826938108145203,0.0,0.33558550466406534,0.2910589900304618,33.508097927896195,26.7,15.6,26.01,0.2725,0.9333,1,initial policy: unoccupied setback + precool before evening peak
323,7,4,9.0,5.7428002842812,2.3221429848417174,0.0,0.20615643027470157,0.2910589900304618,22.9712011371248,26.7,15.6,26.17,0.2958,1.0,1,initial policy: unoccupied setback + precool before evening peak
324,7,4,9.25,5.8088135955961056,2.3881562961566236,0.0,0.20615643027470157,0.2910589900304618,23.235254382384422,26.7,15.6,26.385,0.3468,0.6667,1,initial policy: unoccupied setback + precool before evening peak
325,7,4,9.5,8.075855192478198,4.525768818649352,0.0,0.33558550466406534,0.2910589900304618,32.30342076991279,26.7,15.6,26.213,0.3247,0.8667,1,initial policy: unoccupied setback + precool before evening peak
326,7,4,9.75,8.085111642440788,4.5350252686119426,0.0,0.33558550466406534,0.2910589900304618,32.34044656976315,26.7,15.6,26.12,0.303,0.9333,1,initial policy: unoccupied setback + precool before evening peak
327,7,4,10.0,3.2145008691647803,0.0,0.0,0.0,0.2910589900304618,12.858003476659121,26.7,15.6,26.662,0.4024,0.7333,1,initial policy: unoccupied setback + precool before evening peak
328,7,4,10.25,5.614918741221201,2.1942614417817197,0.0,0.20615643027470157,0.2910589900304618,22.459674964884805,26.7,15.6,26.923,0.4705,0.4667,1,initial policy: unoccupied setback + precool before evening peak
329,7,4,10.5,10.046943597900148,6.290700793796599,0.0,0.5417419349387669,0.2910589900304618,40.18777439160059,26.7,15.6,26.272,0.3608,0.5333,1,initial policy: unoccupied setback + precool before evening peak
330,7,4,10.75,7.406063865284785,3.8559774914559384,0.0,0.33558550466406534,0.2910589900304618,29.62425546113914,26.7,15.6,26.127,0.3215,0.9333,1,initial policy: unoccupied setback + precool before evening peak
331,7,4,11.0,3.2145008691647803,0.0,0.0,0.0,0.2910589900304618,12.858003476659121,26.7,15.6,26.793,0.4441,0.5333,1,initial policy: unoccupied setback + precool before evening peak
332,7,4,11.25,9.660183774153877,5.90394097005033,0.0,0.5417419349387669,0.2910589900304618,38.64073509661551,26.7,15.6,26.467,0.3981,0.6667,1,initial policy: unoccupied setback + precool before evening peak
333,7,4,11.5,9.293110448323057,5.53686764421951,0.0,0.5417419349387669,0.2910589900304618,37.17244179329223,26.7,15.6,26.126,0.3236,0.8667,1,initial policy: unoccupied setback + precool before evening peak
334,7,4,11.75,3.2145008691647803,0.0,0.0,0.0,0.2910589900304618,12.858003476659121,26.7,15.6,26.739,0.4273,0.4667,1,initial policy: unoccupied setback + precool before evening peak
335,7,4,12.0,7.900643501608697,4.346682211134736,0.0,0.3394604213091807,0.2910589900304618,31.60257400643479,26.7,15.6,26.693,0.4305,0.6,1,initial policy: unoccupied setback + precool before evening peak
336,7,4,12.25,9.208127125466559,5.4518843213630115,0.0,0.5417419349387669,0.2910589900304618,36.832508501866236,26.7,15.6,26.349,0.3583,0.9333,1,initial policy: unoccupied setback + precool before evening peak
337,7,4,12.5,5.0980054913308095,1.6773481918913282,0.0,0.20615643027470157,0.2910589900304618,20.392021965323238,26.7,15.6,26.577,0.3858,0.4667,1,initial policy: unoccupied setback + precool before evening peak
338,7,4,12.75,8.038333778300299,4.477321130821436,0.0,0.34651177831408253,0.2910589900304618,32.153335113201194,26.7,15.6,26.481,0.381,0.6667,1,initial policy: unoccupied setback + precool before evening peak
339,7,4,13.0,6.671994456658377,3.121908082829531,0.0,0.33558550466406534,0.2910589900304618,26.687977826633507,26.7,15.6,26.598,0.4027,0.6,1,initial policy: unoccupied setback + precool before evening peak
340,7,4,13.25,5.0969644442461846,1.6763071448067017,0.0,0.20615643027470157,0.2910589900304618,20.387857776984738,26.7,15.6,26.921,0.4676,0.4667,1,initial policy: unoccupied setback + precool before evening peak
341,7,4,13.5,8.970528797226088,5.172406580802959,0.0,0.5836213472583468,0.2910589900304618,35.88211518890435,26.7,15.6,26.372,0.3811,0.5333,1,initial policy: unoccupied setback + precool before evening peak
342,7,4,13.75,6.719434419846853,3.169348046018007,0.0,0.33558550466406534,0.2910589900304618,26.877737679387412,26.7,15.6,26.46,0.3862,0.6,1,initial policy: unoccupied setback + precool before evening peak
343,7,4,14.0,3.2145008691647803,0.0,0.0,0.0,0.2910589900304618,12.858003476659121,26.7,15.6,27.293,0.5498,0.2667,1,initial policy: unoccupied setback + precool before evening peak
344,7,4,14.25,9.391535982456459,5.55303502308565,0.0,0.6240000902060286,0.2910589900304618,37.566143929825834,26.7,15.6,26.597,0.451,0.4,1,initial policy: unoccupied setback + precool before evening peak
345,7,4,14.5,8.765418118491157,5.009175314387608,0.0,0.5417419349387669,0.2910589900304618,35.06167247396463,26.7,15.6,26.328,0.3936,0.5333,1,initial policy: unoccupied setback + precool before evening peak
346,7,4,14.75,3.2145008691647803,0.0,0.0,0.0,0.2910589900304618,12.858003476659121,26.7,15.6,27.246,0.5608,0.4,1,initial policy: unoccupied setback + precool before evening peak
347,7,4,15.0,10.816722147613461,6.809504552546646,0.0,0.792716725902034,0.2910589900304618,43.266888590453846,26.7,15.6,26.222,0.3939,0.6667,1,initial policy: unoccupied setback + precool before evening peak
348,7,4,15.25,9.164220078704941,5.378166677045348,0.0,0.5715525324948132,0.2910589900304618,36.656880314819766,26.7,15.6,25.965,0.3151,0.8667,1,initial policy: unoccupied setback + precool before evening peak
349,7,4,15.5,3.2145008691647803,0.0,0.0,0.0,0.2910589900304618,12.858003476659121,26.7,15.6,27.038,0.501,0.4,1,initial policy: unoccupied setback + precool before evening peak
350,7,4,15.75,10.837575491520202,6.828761528318551,0.0,0.7943130940368691,0.2910589900304618,43.350301966080806,26.7,15.6,26.182,0.3663,0.6667,1,initial policy: unoccupied setback + precool before evening peak
351,7,4,16.0,9.012505578091078,5.239578137343568,0.0,0.5584265715827298,0.2910589900304618,36.05002231236431,26.7,15.6,25.951,0.2959,0.9333,1,initial policy: unoccupied setback + precool before evening peak
352,7,4,16.25,3.2145008691647803,0.0,0.0,0.0,0.2910589900304618,12.858003476659121,26.7,15.6,26.964,0.4726,0.4,1,initial policy: unoccupied setback + precool before evening peak
353,7,4,16.5,10.42007830985812,6.4517561821602065,0.0,0.7538212585331333,0.2910589900304618,41.68031323943248,26.7,15.6,26.164,0.3445,0.8667,1,initial policy: unoccupied setback + precool before evening peak
354,7,4,16.75,8.783528389860805,5.025827214267194,0.0,0.5432003064288341,0.2910589900304618,35.13411355944322,26.7,15.6,25.938,0.2753,0.9333,1,initial policy: unoccupied setback + precool before evening peak
355,7,4,17.0,3.2145008691647803,0.0,0.0,0.0,0.2910589900304618,12.858003476659121,26.7,15.6,26.891,0.4406,0.4,1,initial policy: unoccupied setback + precool before evening peak
356,7,4,17.25,4.679847087382251,1.7983990856248475,0.0,0.18232446165769944,0.3375279477154128,18.719388349529005,26.7,15.6,27.321,0.5444,0.3333,1,initial policy: unoccupied setback + precool before evening peak
357,7,4,17.5,7.896133838375648,4.7432002745287445,0.0,0.5490786831124899,0.24224765174848037,31.58453535350259,26.7,15.6,26.755,0.4456,0.4,1,initial policy: unoccupied setback + precool before evening peak
358,7,4,17.75,5.99503989933252,3.0270121366057205,0.0,0.3641967341880429,0.24224765174848037,23.98015959733008,26.7,15.6,26.571,0.3923,0.6667,1,initial policy: unoccupied setback + precool before evening peak
359,7,4,18.0,5.500010907478978,2.7186346781894977,0.0,0.17754520075072397,0.24224765174848037,22.00004362991591,26.7,15.6,26.773,0.4174,0.4667,1,initial policy: unoccupied setback + precool before evening peak
360,7,4,18.25,5.99249729732386,3.051662798055908,0.0,0.33558550466406534,0.24366561781361165,23.96998918929544,26.7,15.6,26.79,0.4131,0.6667,1,initial policy: unoccupied setback + precool before evening peak
361,7,4,18.5,5.906940583560198,2.933791092390073,0.0,0.3641967341880429,0.24736902543913417,23.627762334240792,26.7,15.6,26.666,0.3745,0.6667,1,initial policy: unoccupied setback + precool before evening peak
362,7,4,18.75,6.133211061070187,3.1348309784164443,0.0,0.38370163102542554,0.2530937935204723,24.53284424428075,26.7,15.6,26.482,0.3283,0.6667,1,initial policy: unoccupied setback + precool before evening peak
363,7,4,19.0,4.38052338477287,1.5766464337443293,0.0,0.17754520075072397,0.2647456597878573,17.52209353909148,26.7,15.6,26.667,0.3507,0.6667,0,initial policy: unoccupied setback + precool before evening peak
364,7,4,19.25,2.6471925957547,0.0,0.0,0.0,0.2856035895460122,10.5887703830188,26.7,15.6,27.118,0.4289,0.5333,0,initial policy: unoccupied setback + precool before evening peak
365,7,4,19.5,3.396158240010093,0.0,0.0,0.0,0.26813901328740164,13.584632960040372,26.7,15.6,27.402,0.4839,0.4667,0,initial policy: unoccupied setback + precool before evening peak
366,7,4,19.75,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,27.478,0.5071,0.4667,0,initial policy: unoccupied setback + precool before evening peak
367,7,4,20.0,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,27.458,0.5107,0.4667,0,initial policy: unoccupied setback + precool before evening peak
368,7,4,20.25,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,27.432,0.5109,0.4667,0,initial policy: unoccupied setback + precool before evening peak
369,7,4,20.5,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,27.42,0.5128,0.4667,0,initial policy: unoccupied setback + precool before evening peak
370,7,4,20.75,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,27.414,0.5155,0.4667,0,initial policy: unoccupied setback + precool before evening peak
371,7,4,21.0,5.809610120747851,2.235911051277965,0.0,0.17754520075072397,0.26813901328740164,23.238440482991404,26.7,15.6,27.119,0.4623,0.4667,0,initial policy: unoccupied setback + precool before evening peak
372,7,4,21.25,5.897310913618898,2.3236118441490126,0.0,0.17754520075072397,0.26813901328740164,23.58924365447559,26.7,15.6,26.869,0.4106,0.7333,0,initial policy: unoccupied setback + precool before evening peak
373,7,4,21.5,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,27.006,0.4294,0.6667,0,initial policy: unoccupied setback + precool before evening peak
374,7,4,21.75,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,27.187,0.4682,0.4667,0,initial policy: unoccupied setback + precool before evening peak
375,7,4,22.0,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,27.275,0.4931,0.4667,0,initial policy: unoccupied setback + precool before evening peak
376,7,4,22.25,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,27.274,0.4991,0.4667,0,initial policy: unoccupied setback + precool before evening peak
377,7,4,22.5,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,27.238,0.4965,0.4667,0,initial policy: unoccupied setback + precool before evening peak
378,7,4,22.75,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,27.203,0.492,0.4667,0,initial policy: unoccupied setback + precool before evening peak
379,7,4,23.0,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,27.174,0.4874,0.4667,0,initial policy: unoccupied setback + precool before evening peak
380,7,4,23.25,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.19,0.4928,0.4667,0,initial policy: unoccupied setback + precool before evening peak
381,7,4,23.5,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.213,0.4993,0.4667,0,initial policy: unoccupied setback + precool before evening peak
382,7,4,23.75,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.221,0.5035,0.4667,0,initial policy: unoccupied setback + precool before evening peak
383,7,4,24.0,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.217,0.505,0.4667,0,initial policy: unoccupied setback + precool before evening peak
384,7,5,0.25,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.205,0.504,0.4667,0,initial policy: unoccupied setback + precool before evening peak
385,7,5,0.5,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.191,0.502,0.4667,0,initial policy: unoccupied setback + precool before evening peak
386,7,5,0.75,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.175,0.4993,0.4667,0,initial policy: unoccupied setback + precool before evening peak
387,7,5,1.0,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.159,0.4963,0.4667,0,initial policy: unoccupied setback + precool before evening peak
388,7,5,1.25,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.15,0.4955,0.4667,0,initial policy: unoccupied setback + precool before evening peak
389,7,5,1.5,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.147,0.4959,0.4667,0,initial policy: unoccupied setback + precool before evening peak
390,7,5,1.75,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.146,0.4969,0.4667,0,initial policy: unoccupied setback + precool before evening peak
391,7,5,2.0,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.147,0.4983,0.4667,0,initial policy: unoccupied setback + precool before evening peak
392,7,5,2.25,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.141,0.4978,0.4667,0,initial policy: unoccupied setback + precool before evening peak
393,7,5,2.5,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.13,0.4962,0.4667,0,initial policy: unoccupied setback + precool before evening peak
394,7,5,2.75,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.117,0.4939,0.4667,0,initial policy: unoccupied setback + precool before evening peak
395,7,5,3.0,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.103,0.4915,0.4667,0,initial policy: unoccupied setback + precool before evening peak
396,7,5,3.25,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.089,0.4895,0.4667,0,initial policy: unoccupied setback + precool before evening peak
397,7,5,3.5,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.075,0.4874,0.4667,0,initial policy: unoccupied setback + precool before evening peak
398,7,5,3.75,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.061,0.4854,0.4667,0,initial policy: unoccupied setback + precool before evening peak
399,7,5,4.0,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,26.7,15.6,27.046,0.4833,0.4667,0,initial policy: unoccupied setback + precool before evening peak
400,7,5,4.25,9.939548039261494,5.397121374202158,0.0,0.5417419349387669,0.26813901328740164,39.758192157045976,25.6,17.8,26.186,0.3141,1.0,0,initial policy: unoccupied setback + precool before evening peak
401,7,5,4.5,10.025071147487497,5.482644482428161,0.0,0.5417419349387669,0.26813901328740164,40.100284589949986,25.6,17.8,25.527,0.1588,1.0,0,initial policy: unoccupied setback + precool before evening peak
402,7,5,4.75,4.000684730120568,0.0,0.0,0.0,0.26813901328740164,16.002738920482273,25.6,17.8,25.995,0.2158,1.0,0,initial policy: unoccupied setback + precool before evening peak
